rn,D04,R04,D08,R08,D12,R12,D16,R16
731,1306.0,1511.0,1414.0,1257.0,1482.0,1251.0,1221.0,1101.0
732,1267.0,1071.0,1299.0,1003.0,1501.0,1216.0,1279.0,1084.0
733,1697.0,1691.0,1526.0,1330.0,387.0,368.0,356.0,328.0
734,666.0,425.0,680.0,372.0,843.0,385.0,721.0,319.0
735,1421.0,803.0,1403.0,601.0,1491.0,521.0,1346.0,493.0
736,423.0,323.0,396.0,255.0,466.0,259.0,428.0,210.0
737,904.0,702.0,857.0,527.0,1132.0,598.0,1048.0,539.0
738,405.0,233.0,382.0,151.0,401.0,113.0,369.0,115.0
739,434.0,217.0,378.0,169.0,413.0,168.0,377.0,130.0
740,1461.0,1056.0,1614.0,832.0,1427.0,708.0,1375.0,587.0
741,1816.0,1283.0,1930.0,1059.0,1757.0,968.0,1653.0,805.0
742,1122.0,600.0,1147.0,532.0,1365.0,608.0,1371.0,486.0
743,431.0,337.0,410.0,294.0,1114.0,784.0,966.0,731.0
744,483.0,484.0,483.0,437.0,0.0,0.0,0.0,0.0
746,993.0,836.0,977.0,710.0,1027.0,726.0,934.0,663.0
747,1069.0,773.0,1068.0,642.0,1041.0,559.0,947.0,499.0
748,537.0,258.0,566.0,195.0,581.0,203.0,480.0,176.0
749,1150.0,1274.0,1131.0,1163.0,1108.0,931.0,986.0,807.0
750,258.0,205.0,223.0,127.0,652.0,373.0,573.0,338.0
751,2211.0,1992.0,2164.0,1794.0,2028.0,1646.0,1679.0,1499.0
752,928.0,904.0,986.0,794.0,1039.0,768.0,903.0,747.0
753,1609.0,1252.0,1747.0,1100.0,1562.0,1258.0,1849.0,866.0
754,716.0,742.0,822.0,736.0,766.0,679.0,908.0,514.0
755,1685.0,1379.0,1751.0,1209.0,1660.0,1469.0,1882.0,911.0
756,505.0,685.0,536.0,617.0,493.0,678.0,585.0,494.0
757,1488.0,1350.0,1649.0,1203.0,2322.0,1308.0,2142.0,1067.0
758,2191.0,1993.0,2788.0,1486.0,2333.0,1313.0,2266.0,971.0
759,1468.0,1151.0,1601.0,1012.0,2305.0,1349.0,1876.0,858.0
760,1282.0,899.0,1335.0,777.0,1033.0,632.0,1252.0,583.0
761,2212.0,1508.0,2460.0,1264.0,2018.0,1237.0,2185.0,868.0
762,945.0,1120.0,1057.0,952.0,833.0,792.0,1179.0,662.0
763,2346.0,2292.0,2688.0,2054.0,2491.0,2299.0,2996.0,1460.0
764,1220.0,1055.0,1343.0,914.0,1494.0,1310.0,1464.0,542.0
765,495.0,268.0,1060.0,374.0,1004.0,378.0,1107.0,239.0
766,1088.0,523.0,1920.0,626.0,1862.0,699.0,1992.0,424.0
767,797.0,377.0,1600.0,552.0,1401.0,529.0,1590.0,340.0
768,763.0,442.0,1855.0,702.0,2053.0,774.0,1843.0,404.0
769,487.0,737.0,557.0,642.0,555.0,660.0,526.0,522.0
770,576.0,720.0,646.0,634.0,602.0,637.0,644.0,427.0
771,1535.0,2189.0,1779.0,1903.0,1186.0,1185.0,1220.0,816.0
772,841.0,1146.0,956.0,1009.0,1142.0,1422.0,1168.0,1107.0
773,0.0,0.0,0.0,0.0,473.0,748.0,614.0,501.0
774,683.0,864.0,773.0,747.0,722.0,749.0,824.0,479.0
775,989.0,949.0,1093.0,752.0,1129.0,779.0,1214.0,532.0
776,1515.0,1353.0,1677.0,1059.0,1718.0,1102.0,1727.0,672.0
777,2003.0,1876.0,2225.0,1542.0,2315.0,2076.0,2555.0,1336.0
778,1348.0,1441.0,1536.0,1256.0,1655.0,1660.0,2036.0,1110.0
779,524.0,696.0,581.0,633.0,669.0,820.0,748.0,543.0
780,639.0,616.0,758.0,500.0,757.0,531.0,802.0,359.0
781,489.0,453.0,551.0,353.0,0.0,0.0,0.0,0.0
782,1493.0,1211.0,1551.0,977.0,1929.0,1213.0,1591.0,998.0
783,475.0,402.0,448.0,333.0,625.0,414.0,513.0,374.0
784,941.0,1046.0,991.0,802.0,1208.0,1016.0,1026.0,869.0
785,1042.0,1033.0,1086.0,839.0,1087.0,940.0,870.0,833.0
786,499.0,546.0,514.0,487.0,750.0,782.0,599.0,645.0
787,881.0,946.0,855.0,861.0,0.0,0.0,0.0,0.0
788,969.0,1071.0,955.0,936.0,1491.0,1625.0,1185.0,1448.0
789,1068.0,1118.0,1098.0,936.0,1327.0,1143.0,1083.0,961.0
790,983.0,1191.0,1102.0,1047.0,1216.0,1145.0,1038.0,992.0
791,527.0,567.0,516.0,519.0,0.0,0.0,0.0,0.0
792,893.0,1093.0,869.0,976.0,705.0,796.0,581.0,775.0
793,887.0,966.0,823.0,844.0,774.0,826.0,678.0,745.0
794,987.0,1063.0,991.0,948.0,1235.0,1264.0,1016.0,1114.0
795,1605.0,1729.0,1688.0,1353.0,661.0,547.0,534.0,467.0
796,1266.0,1267.0,1271.0,1084.0,1358.0,1109.0,1176.0,893.0
797,0.0,0.0,0.0,0.0,682.0,696.0,645.0,539.0
798,1030.0,1156.0,1002.0,961.0,1249.0,1278.0,1133.0,1155.0
799,1069.0,800.0,1112.0,588.0,1104.0,617.0,1025.0,478.0
800,873.0,1268.0,892.0,1151.0,885.0,1258.0,852.0,1175.0
801,1326.0,2004.0,1421.0,1813.0,1387.0,1978.0,1308.0,1638.0
802,949.0,1047.0,1009.0,979.0,963.0,1052.0,852.0,972.0
803,317.0,359.0,326.0,315.0,1248.0,1165.0,1039.0,1103.0
804,766.0,748.0,796.0,675.0,481.0,476.0,476.0,461.0
805,544.0,562.0,568.0,486.0,1164.0,990.0,976.0,882.0
806,1789.0,1776.0,1899.0,1492.0,1687.0,1449.0,1381.0,1227.0
807,1011.0,1060.0,1032.0,942.0,1089.0,1055.0,951.0,998.0
808,1543.0,1630.0,1591.0,1464.0,1456.0,1479.0,1403.0,1274.0
809,1175.0,1943.0,1272.0,1790.0,1232.0,1854.0,1151.0,1594.0
810,577.0,923.0,621.0,824.0,630.0,945.0,574.0,799.0
811,933.0,1611.0,963.0,1457.0,1066.0,1342.0,959.0,1295.0
812,1356.0,1733.0,1477.0,1536.0,1406.0,1768.0,1342.0,1303.0
813,1483.0,2001.0,1623.0,1775.0,1524.0,1919.0,1514.0,1538.0
814,1872.0,2575.0,2210.0,2503.0,2200.0,2717.0,2062.0,2386.0
815,1074.0,1735.0,1265.0,1665.0,1094.0,1649.0,985.0,1461.0
816,636.0,898.0,767.0,985.0,1088.0,1652.0,1129.0,1493.0
817,1043.0,1683.0,1139.0,1501.0,1269.0,1861.0,1377.0,1620.0
818,1746.0,2076.0,1736.0,1760.0,1913.0,2273.0,1670.0,1918.0
819,1216.0,1500.0,1287.0,1324.0,1398.0,1662.0,1258.0,1548.0
820,1255.0,1523.0,1416.0,1415.0,1442.0,1714.0,1393.0,1418.0
821,1174.0,1366.0,1242.0,1083.0,1300.0,1545.0,1074.0,1052.0
822,2392.0,3343.0,2832.0,3249.0,2389.0,2839.0,2244.0,3103.0
823,1164.0,1150.0,1193.0,923.0,1114.0,950.0,934.0,846.0
824,1585.0,1444.0,1565.0,1274.0,1483.0,1264.0,1212.0,1183.0
825,429.0,387.0,377.0,320.0,426.0,363.0,372.0,403.0
826,879.0,873.0,848.0,803.0,649.0,553.0,589.0,640.0
827,768.0,634.0,617.0,531.0,745.0,636.0,554.0,540.0
828,684.0,586.0,708.0,540.0,737.0,629.0,614.0,636.0
829,699.0,609.0,731.0,510.0,666.0,567.0,543.0,509.0
830,1429.0,1151.0,1382.0,1001.0,1137.0,796.0,1254.0,926.0
831,762.0,602.0,783.0,502.0,628.0,440.0,590.0,509.0
832,1108.0,850.0,1133.0,720.0,1192.0,834.0,1034.0,863.0
833,805.0,617.0,755.0,566.0,1206.0,919.0,698.0,689.0
834,1277.0,1225.0,1361.0,1167.0,1458.0,1196.0,938.0,952.0
835,1165.0,1033.0,1371.0,986.0,1287.0,992.0,1237.0,844.0
836,1504.0,1244.0,1492.0,1138.0,1690.0,1304.0,1439.0,1158.0
837,2028.0,2883.0,2305.0,2469.0,1396.0,1639.0,1649.0,1250.0
838,774.0,30.0,832.0,12.0,925.0,8.0,636.0,15.0
839,499.0,20.0,480.0,8.0,500.0,14.0,405.0,9.0
840,764.0,17.0,801.0,1.0,695.0,5.0,538.0,12.0
841,619.0,25.0,687.0,7.0,782.0,16.0,529.0,20.0
842,613.0,44.0,754.0,12.0,800.0,4.0,588.0,18.0
843,592.0,21.0,760.0,15.0,1170.0,14.0,782.0,26.0
844,480.0,55.0,568.0,41.0,506.0,57.0,509.0,41.0
845,1247.0,99.0,1346.0,48.0,1434.0,56.0,1010.0,51.0
846,670.0,44.0,729.0,31.0,0.0,0.0,0.0,0.0
847,448.0,254.0,487.0,174.0,554.0,319.0,673.0,235.0
848,1228.0,942.0,1657.0,828.0,846.0,630.0,866.0,355.0
849,538.0,178.0,659.0,179.0,798.0,333.0,942.0,288.0
850,589.0,258.0,620.0,175.0,379.0,77.0,301.0,74.0
851,1815.0,750.0,1913.0,570.0,2138.0,531.0,1757.0,495.0
853,589.0,267.0,728.0,227.0,1976.0,835.0,1892.0,468.0
854,1621.0,2544.0,1757.0,2345.0,1288.0,2039.0,1281.0,1872.0
855,976.0,1647.0,1209.0,1692.0,1224.0,1931.0,1214.0,1737.0
856,771.0,448.0,1018.0,484.0,1086.0,828.0,1284.0,559.0
857,1975.0,1036.0,2020.0,1017.0,1995.0,1009.0,2201.0,677.0
858,1009.0,1408.0,1007.0,1278.0,993.0,1371.0,715.0,1557.0
859,1237.0,1573.0,1448.0,1379.0,1368.0,1670.0,975.0,1999.0
860,1053.0,1084.0,1174.0,834.0,1392.0,1166.0,998.0,1201.0
861,1033.0,1128.0,1241.0,902.0,929.0,733.0,713.0,835.0
862,973.0,1055.0,1155.0,877.0,1142.0,1011.0,836.0,1193.0
863,878.0,940.0,988.0,758.0,896.0,791.0,680.0,949.0
864,892.0,1021.0,976.0,883.0,753.0,850.0,527.0,1068.0
865,774.0,904.0,896.0,731.0,811.0,860.0,608.0,959.0
866,1125.0,1263.0,1314.0,1025.0,1231.0,1223.0,999.0,1595.0
867,927.0,985.0,969.0,840.0,865.0,1048.0,701.0,1177.0
868,636.0,811.0,721.0,621.0,663.0,823.0,424.0,981.0
869,593.0,860.0,623.0,588.0,537.0,779.0,319.0,933.0
870,603.0,1020.0,681.0,765.0,597.0,922.0,376.0,1066.0
871,503.0,610.0,555.0,445.0,502.0,545.0,313.0,750.0
872,684.0,677.0,795.0,507.0,665.0,544.0,410.0,786.0
873,1040.0,1079.0,1176.0,787.0,1104.0,922.0,703.0,1268.0
874,1080.0,1395.0,1309.0,1185.0,1152.0,1410.0,770.0,1765.0
875,868.0,1083.0,966.0,897.0,851.0,1016.0,559.0,1232.0
876,1600.0,2523.0,2132.0,2120.0,1929.0,2732.0,1365.0,3386.0
877,386.0,620.0,419.0,499.0,434.0,717.0,266.0,609.0
878,1604.0,1759.0,1746.0,1497.0,1321.0,1545.0,1101.0,1891.0
879,344.0,304.0,405.0,247.0,321.0,291.0,248.0,334.0
880,766.0,648.0,859.0,571.0,1150.0,942.0,698.0,913.0
881,524.0,622.0,632.0,538.0,454.0,465.0,441.0,616.0
882,1188.0,1268.0,1285.0,1104.0,1046.0,1114.0,782.0,1177.0
883,501.0,639.0,625.0,584.0,576.0,679.0,483.0,746.0
884,646.0,827.0,719.0,730.0,641.0,828.0,556.0,883.0
885,446.0,538.0,493.0,477.0,467.0,542.0,328.0,608.0
886,668.0,980.0,728.0,812.0,518.0,786.0,441.0,828.0
887,709.0,681.0,801.0,562.0,752.0,647.0,536.0,765.0
888,562.0,847.0,663.0,748.0,703.0,1067.0,585.0,1094.0
889,888.0,724.0,1060.0,599.0,754.0,513.0,711.0,711.0
890,1232.0,894.0,1472.0,662.0,1315.0,781.0,933.0,957.0
891,1298.0,775.0,1529.0,568.0,450.0,267.0,335.0,249.0
892,1145.0,1125.0,1325.0,734.0,1342.0,833.0,1060.0,833.0
893,653.0,490.0,786.0,357.0,851.0,507.0,686.0,515.0
894,985.0,544.0,1156.0,386.0,1938.0,711.0,1925.0,604.0
895,792.0,893.0,975.0,668.0,1306.0,1062.0,1113.0,985.0
896,996.0,1112.0,1223.0,788.0,848.0,792.0,716.0,705.0
897,1224.0,1284.0,1371.0,988.0,1151.0,860.0,955.0,824.0
898,609.0,595.0,645.0,454.0,595.0,477.0,532.0,432.0
899,475.0,473.0,554.0,385.0,567.0,412.0,533.0,358.0
900,998.0,1168.0,1258.0,964.0,1913.0,1797.0,1635.0,1649.0
901,1037.0,1262.0,1261.0,941.0,1521.0,1489.0,1418.0,1607.0
902,1804.0,2522.0,2749.0,2553.0,1610.0,1801.0,1055.0,1224.0
903,350.0,304.0,417.0,215.0,694.0,564.0,550.0,527.0
904,1357.0,1314.0,1546.0,982.0,617.0,445.0,573.0,382.0
905,503.0,600.0,540.0,425.0,1223.0,1177.0,1173.0,1258.0
906,628.0,736.0,748.0,536.0,985.0,840.0,798.0,882.0
907,1327.0,1722.0,1537.0,1358.0,1586.0,1880.0,1011.0,1071.0
908,1491.0,1760.0,2211.0,1583.0,1941.0,1917.0,1579.0,1944.0
909,333.0,326.0,726.0,445.0,692.0,579.0,564.0,630.0
910,500.0,527.0,567.0,378.0,0.0,0.0,0.0,0.0
911,1991.0,2169.0,2490.0,1641.0,2664.0,2469.0,1987.0,2760.0
912,1420.0,1862.0,1867.0,1548.0,1705.0,1959.0,1523.0,2154.0
913,1694.0,1335.0,2066.0,1146.0,2173.0,1626.0,1749.0,1913.0
914,466.0,343.0,492.0,260.0,574.0,430.0,408.0,442.0
915,260.0,236.0,343.0,219.0,492.0,368.0,344.0,404.0
916,980.0,808.0,1328.0,668.0,326.0,244.0,241.0,283.0
917,1139.0,2238.0,1476.0,1896.0,464.0,954.0,531.0,799.0
918,696.0,1057.0,1016.0,1187.0,701.0,1106.0,1160.0,1556.0
919,667.0,1016.0,802.0,679.0,950.0,1120.0,1052.0,1414.0
920,768.0,1040.0,842.0,741.0,886.0,1056.0,785.0,951.0
921,1317.0,2590.0,2095.0,2568.0,1772.0,3058.0,1579.0,3350.0
922,673.0,1323.0,978.0,1145.0,996.0,1723.0,797.0,1976.0
923,1236.0,1916.0,1578.0,1544.0,1376.0,1833.0,1025.0,2082.0
924,1556.0,2222.0,1890.0,1755.0,1678.0,2187.0,1100.0,2761.0
925,1225.0,1780.0,1632.0,1408.0,1363.0,1922.0,1017.0,2167.0
926,640.0,1356.0,841.0,1130.0,749.0,1326.0,580.0,1453.0
927,1105.0,1718.0,1453.0,1346.0,1232.0,1712.0,925.0,1926.0
928,801.0,1112.0,962.0,819.0,808.0,1002.0,539.0,1192.0
929,1430.0,1690.0,1733.0,1415.0,1765.0,1970.0,1685.0,2626.0
930,1028.0,933.0,1201.0,740.0,1155.0,897.0,830.0,991.0
931,680.0,1774.0,796.0,1671.0,657.0,1840.0,593.0,1757.0
932,585.0,1392.0,746.0,1293.0,676.0,1482.0,622.0,1386.0
933,1048.0,2229.0,1347.0,2221.0,1155.0,2307.0,931.0,2119.0
934,448.0,632.0,490.0,547.0,830.0,1066.0,760.0,896.0
935,1198.0,1759.0,1326.0,1579.0,1018.0,1567.0,933.0,1362.0
936,1222.0,1819.0,1480.0,1829.0,1277.0,1857.0,1307.0,1765.0
937,1557.0,3304.0,1710.0,2674.0,1066.0,1880.0,1058.0,1732.0
938,994.0,2375.0,1572.0,2709.0,2023.0,4183.0,2044.0,3498.0
939,1015.0,2011.0,1064.0,1641.0,1811.0,3333.0,1435.0,1910.0
940,859.0,1649.0,915.0,1493.0,380.0,779.0,838.0,1145.0
941,1150.0,2038.0,1311.0,1876.0,1105.0,1660.0,1367.0,1608.0
942,956.0,2546.0,1072.0,2411.0,881.0,2469.0,981.0,2070.0
943,821.0,1353.0,901.0,1223.0,841.0,1292.0,872.0,1024.0
944,719.0,1736.0,855.0,1649.0,751.0,1661.0,1006.0,1572.0
945,1009.0,2179.0,1053.0,1675.0,1577.0,2982.0,1726.0,2250.0
946,1454.0,2537.0,1735.0,2569.0,690.0,1386.0,1173.0,1544.0
947,1391.0,2339.0,1516.0,2088.0,1706.0,2992.0,1534.0,1762.0
948,608.0,1232.0,690.0,1024.0,715.0,1341.0,990.0,1064.0
949,1048.0,1053.0,997.0,899.0,897.0,972.0,615.0,1169.0
950,1133.0,800.0,1105.0,717.0,979.0,822.0,729.0,1037.0
951,966.0,767.0,942.0,655.0,856.0,796.0,617.0,916.0
952,1741.0,1864.0,1845.0,1738.0,1291.0,1368.0,1143.0,1318.0
953,1686.0,1208.0,1878.0,1067.0,1310.0,940.0,1086.0,873.0
954,1601.0,1219.0,2024.0,1221.0,1769.0,1201.0,1649.0,1420.0
955,1906.0,2124.0,2018.0,2065.0,1865.0,2243.0,1609.0,2358.0
956,1017.0,1021.0,975.0,991.0,1049.0,1286.0,763.0,1481.0
957,1137.0,1116.0,1105.0,1010.0,1224.0,1370.0,879.0,1510.0
958,1122.0,1118.0,1016.0,1065.0,871.0,1193.0,653.0,1396.0
959,1051.0,991.0,982.0,915.0,885.0,994.0,643.0,1166.0
960,1088.0,1009.0,966.0,897.0,913.0,987.0,688.0,1197.0
961,1431.0,1316.0,1393.0,1239.0,1317.0,1410.0,938.0,1700.0
962,1165.0,1210.0,1076.0,1200.0,1013.0,1272.0,754.0,1452.0
963,649.0,731.0,622.0,659.0,544.0,655.0,398.0,775.0
964,1488.0,1741.0,1535.0,1667.0,1334.0,1626.0,983.0,1545.0
965,1271.0,1670.0,1379.0,1618.0,1385.0,1814.0,1168.0,2199.0
966,1088.0,1351.0,1077.0,1274.0,998.0,1424.0,733.0,1552.0
967,1098.0,1206.0,1025.0,1055.0,953.0,1066.0,767.0,1176.0
968,844.0,870.0,821.0,758.0,731.0,846.0,493.0,1048.0
969,1769.0,1106.0,1830.0,983.0,1508.0,1150.0,1168.0,1451.0
970,1592.0,1375.0,1741.0,1122.0,1496.0,1437.0,1257.0,1603.0
971,1108.0,570.0,1232.0,428.0,1198.0,663.0,1001.0,477.0
972,3289.0,2079.0,3665.0,1660.0,3153.0,1742.0,2495.0,1395.0
973,2332.0,1778.0,2661.0,1548.0,2179.0,1636.0,1907.0,1798.0
974,1282.0,1063.0,1428.0,887.0,1511.0,1329.0,1282.0,1502.0
975,1570.0,1507.0,1823.0,1194.0,1738.0,1534.0,1607.0,1607.0
976,1061.0,903.0,1472.0,889.0,1401.0,989.0,1337.0,1165.0
977,1465.0,1088.0,1775.0,913.0,1517.0,882.0,1392.0,949.0
978,846.0,511.0,997.0,391.0,794.0,438.0,682.0,369.0
979,920.0,422.0,903.0,340.0,761.0,421.0,606.0,306.0
980,1727.0,1147.0,1952.0,935.0,1908.0,1309.0,1589.0,1386.0
981,1710.0,1760.0,2003.0,1496.0,1742.0,1812.0,1326.0,1822.0
982,1190.0,1237.0,1335.0,1024.0,1169.0,1273.0,880.0,1475.0
983,1036.0,1075.0,1215.0,860.0,1217.0,1254.0,877.0,1438.0
984,927.0,687.0,931.0,616.0,680.0,487.0,469.0,545.0
985,528.0,592.0,561.0,467.0,465.0,528.0,325.0,617.0
986,551.0,516.0,526.0,372.0,383.0,291.0,261.0,331.0
987,530.0,726.0,573.0,588.0,528.0,698.0,364.0,817.0
988,777.0,716.0,753.0,558.0,614.0,626.0,371.0,811.0
989,136.0,78.0,166.0,80.0,657.0,169.0,548.0,169.0
990,1078.0,485.0,1093.0,357.0,1090.0,356.0,913.0,257.0
991,1889.0,303.0,2008.0,204.0,1534.0,124.0,1125.0,106.0
992,1515.0,409.0,1488.0,285.0,717.0,71.0,488.0,88.0
993,724.0,77.0,712.0,38.0,1500.0,75.0,1075.0,79.0
994,2254.0,1234.0,2347.0,813.0,2204.0,728.0,1658.0,660.0
995,1769.0,887.0,1887.0,657.0,1657.0,597.0,1253.0,561.0
996,1453.0,1080.0,1250.0,607.0,1362.0,808.0,1169.0,740.0
997,1632.0,1042.0,1699.0,816.0,1389.0,748.0,1066.0,652.0
998,700.0,866.0,1064.0,1003.0,1090.0,1133.0,1025.0,1131.0
999,1671.0,1388.0,2129.0,1344.0,1945.0,1261.0,1407.0,903.0
1000,727.0,503.0,790.0,405.0,414.0,226.0,326.0,205.0
1001,793.0,649.0,818.0,468.0,0.0,0.0,0.0,0.0
1002,744.0,458.0,815.0,307.0,1656.0,726.0,1181.0,665.0
1003,1932.0,2045.0,2113.0,1613.0,2878.0,2072.0,2371.0,1733.0
1004,1502.0,876.0,1579.0,680.0,1927.0,1205.0,1453.0,1088.0
1005,1704.0,1268.0,1889.0,934.0,1273.0,891.0,717.0,447.0
1006,1188.0,891.0,1228.0,659.0,1184.0,567.0,877.0,550.0
1007,284.0,211.0,306.0,143.0,1513.0,560.0,1148.0,498.0
1008,2502.0,2132.0,2650.0,1733.0,2056.0,1392.0,1701.0,1253.0
1009,725.0,965.0,787.0,842.0,735.0,933.0,538.0,906.0
1010,2145.0,2870.0,2516.0,2579.0,1852.0,2351.0,1788.0,2269.0
1011,564.0,735.0,661.0,651.0,762.0,967.0,852.0,757.0
1012,920.0,1493.0,1076.0,1253.0,1354.0,1223.0,1182.0,1066.0
1013,1558.0,2537.0,1636.0,2367.0,1573.0,1999.0,1188.0,2219.0
1014,607.0,931.0,710.0,881.0,1048.0,1393.0,763.0,1118.0
1015,1103.0,1015.0,1064.0,860.0,1646.0,1185.0,1319.0,944.0
1016,1457.0,1606.0,1757.0,1486.0,1425.0,1425.0,1142.0,1374.0
1017,634.0,905.0,783.0,918.0,1172.0,1208.0,1162.0,1546.0
1018,1167.0,1624.0,1566.0,1648.0,1301.0,1341.0,1328.0,1521.0
1019,1010.0,1112.0,1140.0,1000.0,1044.0,1077.0,861.0,989.0
1020,934.0,1817.0,1090.0,1673.0,1022.0,1737.0,784.0,1634.0
1021,487.0,910.0,531.0,823.0,587.0,1033.0,454.0,1020.0
1022,794.0,1536.0,875.0,1445.0,837.0,1587.0,668.0,1623.0
1023,472.0,1062.0,514.0,1038.0,520.0,1315.0,435.0,1313.0
1024,953.0,2117.0,1005.0,2035.0,864.0,2196.0,706.0,2140.0
1025,547.0,1013.0,662.0,978.0,733.0,1270.0,524.0,1332.0
1026,1105.0,2005.0,1349.0,1741.0,1202.0,1594.0,1070.0,1617.0
1027,908.0,1257.0,982.0,979.0,963.0,1308.0,826.0,1241.0
1028,1275.0,2175.0,1431.0,1882.0,1365.0,2222.0,1091.0,2044.0
1029,628.0,1335.0,804.0,1338.0,658.0,1316.0,547.0,1323.0
1030,1048.0,2335.0,1312.0,2161.0,1272.0,2452.0,1052.0,2523.0
1031,861.0,1986.0,1001.0,2045.0,1027.0,2506.0,860.0,2377.0
1032,130.0,233.0,125.0,185.0,0.0,0.0,0.0,0.0
1033,769.0,647.0,838.0,465.0,812.0,490.0,603.0,602.0
1034,1063.0,1230.0,1223.0,905.0,1251.0,1046.0,907.0,1161.0
1035,816.0,906.0,877.0,586.0,788.0,507.0,548.0,494.0
1036,688.0,898.0,871.0,611.0,968.0,753.0,705.0,806.0
1037,1165.0,1155.0,1232.0,731.0,1150.0,777.0,806.0,950.0
1039,1632.0,1056.0,1716.0,776.0,932.0,483.0,773.0,429.0
1040,647.0,277.0,641.0,203.0,713.0,202.0,415.0,274.0
1041,671.0,282.0,684.0,187.0,833.0,241.0,532.0,306.0
1042,1733.0,1033.0,1725.0,827.0,1765.0,1059.0,1405.0,1022.0
1043,772.0,478.0,763.0,353.0,776.0,351.0,583.0,341.0
1044,1837.0,1161.0,1870.0,927.0,948.0,577.0,754.0,507.0
1045,0.0,0.0,0.0,0.0,1936.0,1150.0,1540.0,1097.0
1046,696.0,705.0,820.0,534.0,893.0,796.0,817.0,671.0
1047,1537.0,762.0,1508.0,562.0,0.0,0.0,0.0,2.0
1048,1813.0,881.0,1895.0,666.0,1831.0,857.0,1370.0,906.0
1049,1940.0,1089.0,2085.0,939.0,1991.0,1092.0,1551.0,1288.0
1050,1826.0,1374.0,2034.0,1184.0,1748.0,1281.0,1467.0,1317.0
1051,2746.0,2461.0,2911.0,1948.0,2048.0,1751.0,1793.0,1496.0
1052,675.0,615.0,683.0,549.0,1655.0,1514.0,949.0,989.0
1053,2307.0,2090.0,3181.0,1965.0,2414.0,1795.0,2819.0,2255.0
1054,1635.0,974.0,1589.0,838.0,2675.0,1353.0,1957.0,1480.0
1055,1024.0,216.0,1123.0,136.0,770.0,107.0,625.0,110.0
1056,1048.0,593.0,1141.0,431.0,812.0,241.0,602.0,254.0
1057,1406.0,834.0,1396.0,650.0,1631.0,594.0,1160.0,705.0
1058,1418.0,351.0,1457.0,234.0,1064.0,144.0,738.0,174.0
1059,979.0,494.0,1030.0,394.0,1074.0,405.0,841.0,393.0
1060,973.0,697.0,956.0,542.0,1404.0,784.0,974.0,875.0
1061,450.0,337.0,424.0,299.0,509.0,295.0,359.0,326.0
1062,932.0,855.0,1048.0,753.0,915.0,663.0,700.0,813.0
1063,561.0,293.0,557.0,262.0,517.0,427.0,392.0,356.0
1064,942.0,1110.0,1014.0,1030.0,1104.0,926.0,899.0,1037.0
1065,533.0,309.0,496.0,274.0,1119.0,504.0,910.0,481.0
1066,1265.0,1095.0,1520.0,990.0,987.0,761.0,832.0,654.0
1067,1129.0,1434.0,1315.0,1281.0,1404.0,1396.0,1203.0,1431.0
1068,567.0,707.0,609.0,600.0,598.0,657.0,433.0,728.0
1069,1817.0,1485.0,2038.0,1131.0,1944.0,1351.0,1417.0,1598.0
1070,2094.0,1352.0,2491.0,1124.0,2538.0,1287.0,2313.0,1333.0
1071,1658.0,899.0,1877.0,741.0,1963.0,826.0,1636.0,941.0
1072,1693.0,1317.0,1824.0,1123.0,1742.0,1221.0,1465.0,1370.0
1073,2205.0,1809.0,2500.0,1466.0,2489.0,1753.0,1978.0,1843.0
1074,782.0,868.0,858.0,705.0,801.0,842.0,631.0,880.0
1075,652.0,855.0,750.0,740.0,676.0,831.0,506.0,811.0
1076,944.0,1124.0,1014.0,878.0,863.0,1065.0,499.0,1193.0
1077,644.0,565.0,660.0,512.0,561.0,543.0,357.0,721.0
1078,652.0,613.0,608.0,496.0,586.0,571.0,389.0,711.0
1079,770.0,939.0,722.0,796.0,595.0,787.0,347.0,977.0
1080,810.0,744.0,851.0,571.0,792.0,710.0,579.0,962.0
1081,503.0,529.0,448.0,351.0,557.0,572.0,646.0,444.0
1082,1837.0,1942.0,2259.0,1985.0,1386.0,1426.0,1354.0,1321.0
1083,927.0,1472.0,1121.0,1534.0,1123.0,1813.0,1101.0,1792.0
1084,1465.0,2079.0,1710.0,1931.0,1525.0,2099.0,1395.0,1864.0
1085,2185.0,2950.0,2372.0,2994.0,2247.0,3359.0,1979.0,3563.0
1086,1376.0,1420.0,1511.0,1476.0,1435.0,1672.0,1127.0,1681.0
1087,1046.0,1160.0,1328.0,1296.0,1083.0,1203.0,971.0,1384.0
1088,1444.0,1776.0,1505.0,1766.0,1519.0,2236.0,1205.0,2440.0
1089,1195.0,1209.0,1114.0,1180.0,999.0,1305.0,659.0,1506.0
1090,1773.0,2022.0,1909.0,2051.0,1748.0,2220.0,1376.0,2415.0
1091,1102.0,1056.0,1354.0,1183.0,1188.0,1134.0,1134.0,1101.0
1092,1330.0,1665.0,1666.0,1758.0,2540.0,3078.0,2455.0,3171.0
1093,1091.0,1399.0,1125.0,1338.0,899.0,1205.0,812.0,1170.0
1094,1510.0,2000.0,1755.0,1994.0,1661.0,2181.0,1268.0,2370.0
1095,1715.0,1549.0,1988.0,1267.0,1838.0,1232.0,1363.0,1540.0
1096,1282.0,1338.0,1520.0,1097.0,1510.0,1246.0,1044.0,1544.0
1097,1678.0,1293.0,2023.0,1025.0,2245.0,1351.0,1781.0,1567.0
